_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
269,Transit,Transportation,Ottawa,Queensview - O-Train Line West,Under construction,To Be Determined,New O-Train Line West station,Western extension of the O-Train Line to Moodie Drive adding 15 kilometres of light rail and 11 new stations.,Ottawa,East,,,Confederation Line West (Ottawa LRT) - West Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.354086,-75.782173
270,Transit,Transportation,Ottawa,Pinecrest - O-Train Line West,Under construction,To Be Determined,New O-Train Line West station,Western extension of the O-Train Line to Moodie Drive adding 15 kilometres of light rail and 11 new stations.,Ottawa,East,,,Confederation Line West (Ottawa LRT) - West Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.349626,-75.79084
271,Transit,Transportation,Ottawa,Bayshore - O-Train Line West,Under construction,To Be Determined,New O-Train Line West station,Western extension of the O-Train Line to Moodie Drive adding 15 kilometres of light rail and 11 new stations.,Ottawa,East,,,Confederation Line West (Ottawa LRT) - West Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.345536,-75.809096
272,Transit,Transportation,Ottawa,Moodie - O-Train Line West,Under construction,To Be Determined,New O-Train Line West station,Western extension of the O-Train Line to Moodie Drive adding 15 kilometres of light rail and 11 new stations.,Ottawa,East,,,Confederation Line West (Ottawa LRT) - West Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.340861,-75.837416
273,Transit,Transportation,Ottawa,Bayview - O-Train Line,Under construction,To Be Determined,New O-Train Line station,Southern extension of the O-Train Line adding 16 kilometres of light rail and eight new stations.,Ottawa,East,,,Trillium Line (Ottawa LRT) - South Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.409187,-75.721838
274,Transit,Transportation,Ottawa,Dow's Lake - O-Train Line,Under construction,To Be Determined,New O-Train Line station,Southern extension of the O-Train Line adding 16 kilometres of light rail and eight new stations.,Ottawa,East,,,Trillium Line (Ottawa LRT) - South Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.397722,-75.709657
275,Transit,Transportation,Ottawa,Carleton - O-Train Line,Under construction,To Be Determined,New O-Train Line station,Southern extension of the O-Train Line adding 16 kilometres of light rail and eight new stations.,Ottawa,East,,,Trillium Line (Ottawa LRT) - South Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.38577,-75.695898
276,Transit,Transportation,Ottawa,Mooney's Bay - O-Train Line,Under construction,To Be Determined,New O-Train Line station,Southern extension of the O-Train Line adding 16 kilometres of light rail and eight new stations.,Ottawa,East,,,Trillium Line (Ottawa LRT) - South Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.376739,-75.684699
277,Transit,Transportation,Ottawa,Greenboro - O-Train Line,Under construction,To Be Determined,New O-Train Line station,Southern extension of the O-Train Line adding 16 kilometres of light rail and eight new stations.,Ottawa,East,,,Trillium Line (Ottawa LRT) - South Extension,0,,,,,https://www.ottawa.ca/en/planning-development-and-construction/major-projects/stage-2-light-rail-transit-project/overview#section-74f946f7-8138-491b-a748-f8e569072c88,45.359542,-75.659044
278,Transit,Transportation,Peel,TransHelp Bus Replacement ,Planning,October 2027,Replace 40 TransHelp buses over the course of the project.,"Reduced service interruptions, improved quality of the service, andmaintain the efficiency and safety of the fleet.",Peel,Central,,,,"$7,245,000",Yes,Yes,Yes,,,,
279,Transit,Transportation,Peel,TransHelp PRESTO Fare System Adoption,Planning,May 2026,Purchase 145 PRESTO payment units to integrate the PRESTO fare solution with the TransHelp specialized transit service., This will allow passengers to transfer seamlessly between transit systems.,Peel,Central,,,,"$1,530,000",Yes,Yes,Yes,,,,
280,Transit,Transportation,Peterborough,Bus Expansion,Complete,July 2022,"Purchase eight 8-meter low-floor community buses, three 12-meter conventional buses, and four 18-meter articulated conventional buses.","Improved accessibility, capacity and quality of public transit infrastructure in the City of Peterborough.",Peterborough,East,,,,"$7,950,000",Yes,Yes,Yes,,,,
281,Transit,Transportation,Peterborough,Conventional Bus Refurbishment,Complete,March 2022,"Refurbish 8 conventional transit buses to extend their life, improve safety systems, and enhance customer amenities. ",,Peterborough,East,,,,"$1,240,000",Yes,Yes,Yes,,,,
282,Transit,Transportation,Peterborough,Specialized Van Expansion,Planning,December 2025,Purchase two new specialized transit vans ,Increased capacity by expanding accessible bus service to public transit users.,Peterborough,East,,,,"$360,000",Yes,Yes,Yes,,,,
283,Transit,Transportation,Peterborough,Specialized Van Replacement,Complete,July 2021,Purchase four accessible buses ,Improved quality of service for passengers by reducing maintenance costs and improving fuel efficiency.  ,Peterborough,East,,,,"$720,000",Yes,Yes,Yes,,,,
284,Transit,Transportation,Peterborough,Conventional Bus Replacement,Complete,July 2022,Purchase three fully-equipped diesel buses.,Improved customer experience by enhancing the quality and reliability of the public transit fleet.  ,Peterborough,East,,,,"$3,975,000",Yes,Yes,Yes,,,,
285,Transit,Transportation,Peterborough County,Accessible Transit Improvement,Complete,February 2022,Replace a public transit accessibility van. ,Improved service and increased reliability for passengers who require specialized care.,Peterborough,East,,,,"$62,921",Yes,Yes,Yes,,,,
286,Transit,Transportation,Pickering,Highway 407 East/Brock Road Park and Ride,Complete,December 2016,Building new park and ride lot,"334 parking spaces, pick-up/drop-off areas and GO Bus routes added to connect people to public transit",Durham,Central,Highway 407 East / Brock Rd,,Highway 401,0,,,,,,43.915053,-79.102855
287,Transit,Transportation,Pickering,Whites Road Segment (Durham BRT),Complete,December 2018,New segment of Durham BRT bus lanes,"Connecting University of Toronto's Scarborough campus and downtown Oshawa, via wider intersections, expanded maintenance and storage facilities, intelligent transportation systems and modified signals",Durham,Central,,L1V 1R4,Durham PULSE BRT Highway 2,0,,,,,https://www.durham.ca/en/index.aspx ,43.818987,-79.115479
288,Transit,Transportation,Pickering,Liverpool Road Segment (Durham BRT),Complete,August 2016,New segment of Durham BRT bus lanes,"Connecting University of Toronto's Scarborough campus and downtown Oshawa, via wider intersections, expanded maintenance and storage facilities, intelligent transportation systems and modified signals",Durham,Central,,L1V 1W2,Durham PULSE BRT Highway 2,0,,,,,http://www.durhambrt.ca/,43.835752,-79.090513
289,Transit,Transportation,Pickering,Brock Road Segment (Durham BRT),Complete,September 2017,New segment of Durham BRT bus lanes,"Connecting University of Toronto's Scarborough campus and downtown Oshawa, via wider intersections, expanded maintenance and storage facilities, intelligent transportation systems and modified signals",Durham,Central,,L1V 1C5,Durham PULSE BRT Highway 2,0,,,,,http://www.durhambrt.ca/,43.847924,-79.073945
290,Transit,Transportation,Point Edward,Multi-Purpose Path Expansion,Planning,2024,Resurfacing and installing bike and pedestrian paths along public transit routes.,"Additional active transportation opportunities, improved capacity, quality, and safety of the transit system for users.",Lambton,Southwest,,,,"$210,505",Yes,Yes,Yes,,,42.9954,-82.4048
291,Transit,Transportation,Port Colborne,Nickel Beach Bike Lane,Planning,April 2026,Construct  a new bike lane.,Enhanced safety for cyclists and improved connections to bus stops.,Niagara,Central,,,,"$826,420",Yes,Yes,Yes,,,42.8865,-79.2509
292,Transit,Transportation,Port Hope,Accessibility Improvement to Existing Stops,Complete,November 2021,"Installation of new bus shelters, benches, concrete pads, and sidewalk approaches.","Improved quality, safety and accessibility of the transit system.",Northumberland,East,,,,"$264,500",Yes,Yes,Yes,,,43.9492,-78.2935
293,Transit,Transportation,Puslinch,Aberfoyle GO Bus Service & Storage Facility Expansion,Complete,February 2016,Expanding current building," 12,900 sq. ft.-addition to include 2 new bus bays, new wash-bay and  fueling system",Wellington,Southwest,7471 McLean Rd,N1H 6H9,,0,,Yes,,,,43.460645,-80.132604
294,Transit,Transportation,Quinte West,Quinte Access Transportation Improvements,Planning,March 2027,"Purchase 4 low-floor conventional diesel buses, one para-transit vehicle, 6 on-board bike racks and install 4 new bus shelters. ",Increased capacity and accessibility for riders by creating an important transit link between Quinte West and Belleville.,Hastings,East,,,,"$1,392,650",Yes,Yes,Yes,,,44.1790783,-77.5853307
295,Transit,Transportation,Quinte West,Transportation IT Upgrades,Planning,March 2026,"Install IT upgrades including on-board surveillance systems, collision avoidance systems and smart card payment technology.",Improved safety and convenience of the transit system.,Hastings,East,,,,"$258,750",Yes,Yes,Yes,,,44.1790783,-77.5853307
296,Transit,Transportation,Richmond Hill,"York Region Transit/VIVA Operations, Maintenance and Storage Facility",Complete,July 2015,"481,679 square-foot facility includes energy-efficient and environmentally-friendly features and will be used to maintain and store up to 196 York Region Transit/Viva transit vehicles",transit vehicle storage,York,Central,,,York Viva Bus Rapid Transit (BRT),"$135,000,000",Yes,Yes,Yes,,,43.87012,-79.382745
297,Transit,Transportation,Richmond Hill,Gormley GO Station,Complete,December 2016,Construction of a new GO station,"More than 800 parking spaces, heated shelters, a bus loop and a dedicated kiss and ride area",York,Central,1650 Stouffville Rd,,,0,,,,,,43.9409,-79.398
298,Transit,Transportation,Sarnia,Transit Maintenance Equipment Upgrades,Planning,March 2025,"Purchase public transit maintenance assets, including a new bus wash system and two new hoists.","Maximize optimal condition of the fleet, allowing passengers to experience a safe and high quality ride.",Lambton,Southwest,,,,"$1,089,000",Yes,Yes,Yes,,,42.9577,-82.372057
299,Transit,Transportation,Sarnia,Fare Boxes and Radios,Planning,December 2024,Purchase new fare box units and radios.,Provide passengers with easier and more efficient ways to pay their fare ,Lambton,Southwest,,,,"$385,000",Yes,Yes,Yes,,,,
300,Transit,Transportation,Sarnia,Fleet Replacement and Expansion,Planning,March 2025,Purchase 6 new buses and one service vehicle.,Improved safety for passengers and increased capacity and quality of the public transit system.,Lambton,Southwest,,,,"$9,988,000",Yes,Yes,Yes,,,42.9577,-82.372057
301,Transit,Transportation,Sarnia,Transit Stop Improvements,Planning,September 2025,Installation of 100 new concrete bus pads and the replacement of 32 transit shelters with solar-powered shelters.,"This will improve the accessibility of the bus stops throughout the public transit system, while improving the customer experience",Lambton,Southwest,,,,"$1,270,500",Yes,Yes,Yes,,,,
302,Transit,Transportation,Sarnia,Terminal Upgrades,Under construction,September 2024,Renovation of one bus terminals.,Improved quality and accessibility of the public transit system.,Lambton,Southwest,,,,"$4,697,500",Yes,Yes,Yes,,,42.977733,-82.367316
303,Transit,Transportation,Sarnia,Active Transportation,Under construction,March 2027,"Build new multi-use trails, sidewalks, bike lanes and install new traffic signals.","Increased safety for pedestrians and increased capacity and quality of, and access to, the public transit system.",Lambton,Southwest,,,,"$3,355,000",Yes,Yes,Yes,,,42.960445,-82.36455
304,Transit,Transportation,Sarnia,Accessibility Improvement,Under construction,December 2024,Improvements to sidewalks and intersections directly connected to the city’s transit system.,Improved safety and accessibility to public transit.,Lambton,Southwest,,,,"$825,000",Yes,Yes,Yes,,,42.960445,-82.36455
305,Transit,Transportation,Sarnia,Maintenance and Traffic Technology,Under construction,December 2024,Install new maintenance management and traffic communication hardware and software.,Improved system efficiencies and passenger experience.,Lambton,Southwest,,,,"$962,500",Yes,Yes,Yes,,,,
306,Transit,Transportation,Sarnia,Transit Vehicle Priority Technology,Under construction,March 2027,Install vehicle prioritization technology on traffic signals and transit vehicles.,Improved quality and efficiency of the transit system.,Lambton,Southwest,,,,"$4,180,000",Yes,Yes,Yes,,,,
307,Transit,Transportation,Sault Ste. Marie,Bus Purchase,Planning,December 2024,"Purchase nine 40-foot buses, five 35-foot buses, five para-buses and three community buses.","Improve, and continue to deliver transportation services to the community. ",Algoma,Northeast,,,,"$9,175,000",Yes,Yes,Yes,,,,
308,Transit,Transportation,Sault Ste. Marie,Bus Technology Improvements,Planning,December 2024,Replace the existing automatic vehicle location system fare boxes on all 39 passenger buses. ,More accurate ridership reports and a more reliable transit system.,Algoma,Northeast,,,,"$1,500,000",Yes,Yes,Yes,,,,
309,Transit,Transportation,Sault Ste. Marie,Replacement of Transit Supervisor Vehicles,Complete,February 2022,Replace 2 transit vehicles that are utilized by supervisors and mechanics.,Improved response to breakdowns and emergencies. ,Algoma,Northeast,,,,"$100,000",Yes,Yes,Yes,,,,
310,Transit,Transportation,Sault Ste. Marie,Bus Shelters Replacement,Planning,December 2024,Replace up to 25 new bus shelters.,"Improved quality, safety and accessibility of the transit system.",Algoma,Northeast,,,,"$250,000",Yes,Yes,Yes,,,,
311,Transit,Transportation,Sault Ste. Marie,Northern Transfer Point,Complete,May 2022,Construct a new bus station in northern Sault Ste. Marie.,"Improved quality, safety and accessibility of the transit system.",Algoma,Northeast,,,,"$500,000",Yes,Yes,Yes,,,46.5333,-84.313
312,Transit,Transportation,Sault Ste. Marie,Planning/Design for the Relocation of the Downtown Terminal,Complete,June 2022,Planning for the relocation of the bus terminal to the downtown core. ,Improved passenger safety and convenience of the public transit service. ,Algoma,Northeast,,,,"$250,049",Yes,Yes,Yes,,,,
313,Transit,Transportation,St. Catharines,Conventional Buses,Complete,December 2022,Replace eleven 12-metres busses. ,Improved service reliability.,Niagara,Central,,,,"$8,820,000",Yes,Yes,Yes,,,,
314,Transit,Transportation,St. Catharines,Conventional Bus Fleet Expansion,Complete,December 2022,Purchase of ten 12-metre buses,Increased service capacity.,Niagara,Central,,,,"$8,925,000",Yes,Yes,Yes,,,,
315,Transit,Transportation,St. Catharines,Replacement of Paratransit Vehicles,Complete,December 2022,Replace four Paratransit buses and one Paravan,Reduced maintenance costs and increased system performance.,Niagara,Central,,,,"$1,228,500",Yes,Yes,Yes,,,,
316,Transit,Transportation,St. Catharines,Improvements to Bus Stops and Shelters,Planning,June 2026,"Renovation of 100 bus stop shelters including new scheduling information signage, and seating.. ",Improved system efficiencies and passenger experience.,Niagara,Central,,,,"$2,100,000",Yes,Yes,Yes,,,,
317,Transit,Transportation,St. Catharines,Technology Upgrade,Planning,March 2025,"Install a new radio system and video surveillance system on 144 vehicles and at other locations such as terminal hubs, transportation offices, and supervisor, maintenance, and shuttle vehicles. ",Improved system efficiencies and passenger experience.,Niagara,Central,,,,"$2,572,500",Yes,Yes,Yes,,,,
318,Transit,Transportation,St. Catharines,Replacement of Vehicle Hoists,Planning,March 2025,Purchase permanent and portable hoists for a bus maintenance facility.,"Improved bus maintenance and better, more reliable service.",Niagara,Central,,,,"$2,005,500",Yes,Yes,Yes,,,,
319,Transit,Transportation,St. Catharines,Downtown Terminal Renovations,Complete,December 2022,Renovate the downtown public transit terminal.,"Improved facilities for transit  workforce, as well as better capacity and quality service for passengers.",Niagara,Central,,,,"$575,000",Yes,Yes,Yes,,,,
320,Transit,Transportation,St. Catharines,Facility Expansion,Under construction,June 2025,Expand the existing maintenance and bus storage facility to accommodate the growing transit system.,Additional room for future regional transit headquarters as a fully-integrated transit operations for Niagara.,Niagara,Central,,,,"$9,832,500",Yes,Yes,Yes,,,43.1531,-79.2761
321,Transit,Transportation,St. Catharines,New Fare Payment Technology,Planning,March 2028,Introduce a new contactless farebox technology system on the 89-vehicle bus fleet. ,Better integration with the regional fare system enabling riders to use one method of payment to access all of the transit systems across the Niagara Region.,Niagara,Central,,,,"$3,990,000",Yes,Yes,Yes,,,,
322,Transit,Transportation,St. Catharines,Replacement of Service Vehicles,Complete,December 2022,Replace 11  old service vehicles .,Improved on-road maintenance and more efficient transit services.,Niagara,Central,,,,"$477,750",Yes,Yes,Yes,,,,
323,Transit,Transportation,St. Thomas,Transit System Improvements,Planning,December 2025,"Purchase 6 gas and 8 new, zero-emission buses to replacement and expand exisiting fleet, along with new charging stations and introduce solar power generation retrofits, new fare technology and traffic signal prioritization.",Improved customer experience of the public transit system.,Elgin,Southwest,,,,"$5,536,820",Yes,Yes,Yes,Yes,,42.77865,-81.190334
324,Transit,Transportation,Stratford,Conventional Bus Purchase,Complete,February 2021,Purchase one additional bus for use in the Stratford transit fleet.,Increased capacity of the Stratford transit system by increasing the number of vehicles in the fleet.,Perth,Southwest,,,,"$570,001",Yes,Yes,Yes,,,43.37,-80.9822
325,Transit,Transportation,Stratford,Conventional Bus Purchase,Complete,February 2021,Purchase one additional bus for use in the Stratford transit fleet.,Increased capacity of the Stratford transit system by increasing the number of vehicles in the fleet.,Perth,Southwest,,,,"$570,001",Yes,Yes,Yes,,,43.37,-80.9822
326,Transit,Transportation,Stratford,On Demand Transit Pilot Project,Complete,July 2020,"Purchase an ""on demand"" electronic system for a pilot project to be introduced for Sunday service.",Increased ridership and better customer experience.,Perth,Southwest,,,,"$50,001",Yes,Yes,Yes,,,43.37,-80.9822
327,Transit,Transportation,Stratford,Replacement Buses,Complete,February 2021,Purchase two 40-foot conventional diesel powered buses to replace aging vehicles in Stratford’s transit fleet.,Improved transit reliability and reduced maintenance costs.,Perth,Southwest,,,,"$1,140,002",Yes,Yes,Yes,,,43.37,-80.9822
328,Transit,Transportation,Stratford,Mobility Bus Replacement,Complete,February 2021,"Purchase a 24-foot, gasoline-powered, 10-passenger mobility bus to replace an aging vehicle in Stratford’s specialized transit fleet.","Improved reliability and accessibility, and reduced maintenance and fuel costs.",Perth,Southwest,,,,"$100,001",Yes,Yes,Yes,,,43.37,-80.9822
329,Transit,Transportation,Stratford,Accessible Bus Stops,Complete,February 2021,Install 8 accessible transit stops with shelters.,Improved quality of the transit system.,Perth,Southwest,,,,"$150,001",Yes,Yes,Yes,,,43.37,-80.9822
330,Transit,Transportation,Stratford,Bus Replacement,Complete,April 2022,Purchase two 40-foot conventional diesel powered buses to replace aging vehicles in Stratford’s transit fleet.,"Improved reliability and accessibility, and reduced maintenance and fuel costs.",Perth,Southwest,,,,"$1,140,002",Yes,Yes,Yes,,,,
331,Transit,Transportation,Stratford,Mobility Bus Replacement,Complete,January 2023,"Purchase one 24-foot, gasoline-powered, 10-passenger mobility bus to replace an aging vehicle in Stratford’s specialized transit fleet.","Improved reliability and accessibility, and reduced maintenance and fuel costs.",Perth,Southwest,,,,"$100,001",Yes,Yes,Yes,,,,
332,Transit,Transportation,Stratford, Intelligent Transportation Systems Upgrade,Complete,February 2021,Install upgraded GPS equipment to include an automated voice and signage system.,Enabling bus operators and transit users to track vehicle locations using real time arrival smartphone application. ,Perth,Southwest,,,,"$200,001",Yes,Yes,Yes,,,,
333,Transit,Transportation,Stratford,Fare Box System Replacement,Complete,February 2021,Replace the current transit fare box system with an updated version.,Improved data collection  about ridership and revenue which will be used to improve service delivery.,Perth,Southwest,,,,"$175,000",Yes,Yes,Yes,,,,
334,Transit,Transportation,Stratford,Accessible Stops with Shelters,Complete,October 2021,Construct eight new accessible bus stops with shelters.,Improved transit user experience and convenience. ,Perth,Southwest,,,,"$150,001",Yes,Yes,Yes,,,,
335,Transit,Transportation,Tecumseh,Multi-purpose Pathway,Planning,December 2024,Construct a 3-kilometre multi-purpose pathway that will link Tecumseh Hamlet to the Tecumseh Transit Service. ,Improved access to the public transit system.,Essex,Southwest,,,,"$1,046,931",Yes,Yes,Yes,,,42.3067,-82.885
336,Transit,Transportation,Temiskaming Shores,Transit Upgrades and Fleet Replacement,Planning,October 2027,"Project includes replacement of 7 conventional buses, major bus repairs, replacement of 6 bus shelters and installation of the Presto payment system.",Improved capacity of public transit infrastructure and improved quality and/or safety of existing and future public transit,Timiskaming,Northeast,N/A,,,"$1,040,454",Yes,Yes,Yes,,,47.445344,-79.629556
337,Transit,Transportation,Thunder Bay,Conventional and Specialized Vehicle Replacement,Complete,July 2023,Purchase 4 diesel transit buses and 12 diesel paratransit  buses to replace existing buses that have reached the end of their asset life.,Reduced service disruptions and maintenance costs while providing users with a smoother and more reliable transit experience.,Thunder Bay,Northwest,,,,"$4,914,000",Yes,Yes,Yes,,,,
338,Transit,Transportation,Thunder Bay,Specialized Fleet Expansion,Complete,December 2021,Purchase 2 specialized service buses.,Improved capacity and access to specialized transit services in the City of Thunder Bay.,Thunder Bay,Northwest,,,,"$399,000",Yes,Yes,Yes,,,,
339,Transit,Transportation,Thunder Bay,Transit Hub Improvements,Planning,March 2027,"Establishing one (1) new transfer hub and will introduce new or improved infrastructure at four (4) existing hubs, including widening of sidewalks, automatic door installation, real-time passenger information screens and heated shelters, along with the construction of a new transit hub.",Improved passenger accessibility and overall quality of the public transit system.,Thunder Bay,Northwest,,,,"$8,190,000",Yes,Yes,Yes,,,48.380895,-89.247682
340,Transit,Transportation,Thunder Bay,Vehicle Refurbishment,Complete,October 2022,"Replace several interior components on several buses, including engines, transmissions, and seating. ","Improved capacity, quality and safety of existing and future transit systems.",Thunder Bay,Northwest,,,,"$1,086,750",Yes,Yes,Yes,,,48.416701,-89.236474
341,Transit,Transportation,Thunder Bay,Transit Facility Improvements,Complete,September 2023,"Rehabilitating the public transit garage will include replacements of overheard doors, a section of the roof and other components. The replacements will decrease operating costs, provide a safer work environment and extend the life of the garage.",Rehabilitating the transit garage including the replacement of overhead doors and the replacement of a section of the roof. This will reduce operating costs and ensures the extension of useful life of the asset. ,Thunder Bay,Northwest,,,,"$702,240",Yes,Yes,Yes,,,48.416701,-89.236474
342,Transit,Transportation,Thunder Bay,Safety Equipment,Planning,September 2025,"Install new safety equipment on public transit buses, including driver safety shields and mobility securement devices for wheelchairs and strollers.",Improved safety and prevent passenger injuries.,Thunder Bay,Northwest,,,,"$1,062,600",Yes,Yes,Yes,,,48.416701,-89.236474
343,Transit,Transportation,Thunder Bay,New Pedestrian Crossovers,Planning,November 2026,Construct 23 new pedestrian crossovers in various high traffic areas. ,Improved service quality and safety for transit users.,Thunder Bay,Northwest,,,,"$2,186,250",Yes,Yes,Yes,,,48.3809,-89.2477
344,Transit,Transportation,Thunder Bay,Mobility System Hardware,Complete,December 2022,Replace CCTV and intelligent transportation system equipment in 48 conventional and 25 specialized buses.,Improved service quality and safety for transit users.,Thunder Bay,Northwest,,,,"$483,000",Yes,Yes,Yes,,,48.416701,-89.236474
345,Transit,Transportation,Thunder Bay,Electronic Fare Management System,Planning,October 2024,Install a new automated electronic fare management system on 48 conventional and 25 adapted buses.,More convenient payment options for passengers through the introduction of reloadable and pre-paid smart cards.,Thunder Bay,Northwest,,,,"$2,625,000",Yes,Yes,Yes,,,48.416701,-89.236474
346,Transit,Transportation,Thunder Bay,On-demand Trip Management Software,Planning,2024,"Introduce new on-demand/shared ride electronic software features that includes booking, payment and notifications through a web portal and mobile app.",Improved accessibility and convenience for transit users. ,Thunder Bay,Northwest,,,,"$315,000",Yes,Yes,Yes,,,48.416701,-89.236474
347,Transit,Transportation,Thunder Bay,Pedestrian Crossovers,Complete,December 2022,Construct 23 pedestrian crossovers in high traffic areas throughout Thunder Bay. ,"Improved accessibility, safety and overall quality of the public transit system.",Thunder Bay,Northwest,,,,"$1,380,500",Yes,Yes,Yes,,,48.3809,-89.2477
348,Transit,Transportation,Thunder Bay,Transit Bus Stop Improvements,Planning,March 2033,Install 27 new bus shelters and 133 new mobility hard surface pads.,Improved passenger experience by rehabilitating sidewalk connections and waiting areas at bus stops.,Thunder Bay,Northwest,,,,"$1,934,100",Yes,Yes,Yes,,,48.380895,-89.247682
349,Transit,Transportation,Thunder Bay,Transit Fleet Maintenance Equipment,Complete,December 2022,Replace and update old transit fleet maintenance vehicles and equipment.,Safer working conditions for employees and improved safety and support for transit users.,Thunder Bay,Northwest,,,,"$278,250",Yes,Yes,Yes,,,48.416701,-89.236474
350,Transit,Transportation,Timmins,Accessible Paratransit Mobility Buses,Complete,November 2021,The purchase of one specialized transit vehicle to replace existing vehicles in the City of Timmins paratransit serivce that have reached the end of their useful life. ,"This project will improve the capacity, quality and safety of the specialized transit services in the City of Timmins.",Cochrane,Northeast,,,,"$160,000",Yes,Yes,Yes,,,48.458878,-81.328874
351,Transit,Transportation,Timmins,Replacement Bus,Complete,May 2021,Purchase a newer model replacement conventional bus.  ,Improved access to and quality of the transit system.,Cochrane,Northeast,,,,"$693,000",Yes,Yes,Yes,,,48.458878,-81.328874
352,Transit,Transportation,Timmins,Arrivals and Departure Display Panels,Complete,June 2021,Install two live display panels in the main public transit terminal station to provide customers with information on inbound and outbound buses. ,Improved the customer experience. ,Cochrane,Northeast,,,,"$44,000",Yes,Yes,Yes,,,48.484449,-81.209721
353,Transit,Transportation,Timmins,Transit Terminal Renovations,Complete,March 2024,"Add fully accessible washrooms, modernize the building and ensure the amenities are barrier free for all transit users.",Improved accessibility of the transit terminal.,Cochrane,Northeast,,,,"$1,375,000",Yes,Yes,Yes,,,48.474841,-81.326832
354,Transit,Transportation,Toronto,GO Expansion,Under construction,March 2032,"Expanding service and electrifying core segments of the rail network, including the Union-Pearson (UP) Express","Expanded two-way, all-day service every 15 minutes over core segments of the GO Transit rail network.",Toronto,Central,,,GO Rail Expansion,"$26,837,000,000",,Yes,,,https://www.metrolinx.com/en/projects-and-programs/go-expansion,,
355,Transit,Transportation,Toronto,Pioneer Village Stop,Complete,December 2017,New Toronto-York Spadina Subway Extension station,8.6 kilometre extension from Sheppard West (formerly Downsview) station northwest through York University and north to the Vaughan Metropolitan Centre,Toronto,Central,,,Toronto-York Spadina Subway extension,0,,,,,,43.777694,-79.511061
356,Transit,Transportation,Toronto,York University Stop,Complete,December 2017,New Toronto-York Spadina Subway Extension station,8.6 kilometre extension from Sheppard West (formerly Downsview) station northwest through York University and north to the Vaughan Metropolitan Centre,Toronto,Central,,,Toronto-York Spadina Subway extension,0,,Yes,,,,43.774069,-79.499602
357,Transit,Transportation,Toronto,Bloor GO Station Pedestrian Walkway and Kiss and Ride,Complete,February 2016,,,Toronto,Central,1456 Bloor St W,,,0,,,,,,43.656928,-79.452381
358,Transit,Transportation,Toronto,Eglinton Crosstown Light Rail Transit (LRT),Under construction,To Be Determined,19 kilometres of light rail transit from Keele Street to Kennedy Station. ,"The Crosstown line will run underground for more than 10 kilometres, from Keele Street to Laird Avenue, then at surface to Kennedy Station. The service will link to 54 local bus routes, three TTC interchange subway stations and GO Transit. ",Toronto,Central,,,Eglinton Crosstown LRT,"$12,259,000,000",,Yes,,,http://www.metrolinx.com/en/greaterregion/projects/crosstown.aspx,,
359,Transit,Transportation,Toronto,Eglinton GO Station Improvements,Complete,To Be Determined,,"2 new pedestrian tunnels with elevator connections and a larger, more accessible station building",Toronto,Central,2995 Eglinton Ave E,M1J 2E1,,0,,Yes,,,,43.740293,-79.231183
360,Transit,Transportation,Toronto,Finch West Light Rail Transit (LRT) ,Under construction,To Be Determined,New light rail transit,The Finch West LRT is an 11-kilometre light rail transit line that will run along the surface of Finch Avenue from the new Finch West Subway Station on the Toronto-York Spadina Subway Extension at Keele Street to Humber College.,Toronto,Central,,,Finch West Light Rail Transit (LRT) ,"$3,530,000,000",,Yes,Yes,,https://www.metrolinx.com/en/greaterregion/projects/finchwest-lrt.aspx,,
361,Transit,Transportation,Toronto,Caledonia Station,Under construction,To Be Determined,New Eglinton Crosstown LRT Stop,"New, accessible underground station location on Eglinton Avenue West and between Blackthorne Avenue and Croham Road, approximately 200 metres west of Caledonia road and immediately west of the GO Transit Barrie Corridor.",Toronto,Central,Eglinton Avenue between Blackthorne Avenue and Croham Road,M6M 1S7,Eglinton Crosstown LRT,0,,,,,http://www.thecrosstown.ca/news-media/whats-new/construction-updates,43.692326,-79.46512
